Todos los mensajes del registro de eventos.
Fecha:	2023-07-26 11:07:27
Nombre de sistema:	44-52645
Nombre de controlador:	192.168.133.1
ID de controlador
	44-52645

RobotWare:	5.15.2005
Clave:	8sck58u9TAckcgmgkcTk6cP
Opciones:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-1 French
		709-x DeviceNet
			709-1 Master/Slave Single
			840-2 Profibus Fieldbus Adapter
			605-1 Multiple Axis Positioner
			609-1 Fixed Position Events
			618-1 Fieldbus Command Interface
			620-1 File and Serial Channel Handling
			621-1 Logical Cross Connections
			622-1 Analog Signal Interrupt
			623-1 Multitasking
			626-1 Advanced RAPID
			631-1 Electronically Linked Motors

DriveModule1
Clave:	nB7t92OQZI66v
Opciones:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 4400 Type B
			4400/60 Type B
			Add axes IRB/drive module 4400/940
				R2C2 Standard
					No drive in pos Y2



Mensajes de registro de Común
SeqNo     	Tipo	Categoría           	Código  	Título                                  	Fecha               	Descripción	Argumentos
24760622  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:21 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760623  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:21 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760624  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:21 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760625  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:21 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760626  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:21 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760627  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:21 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760628  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:21 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760629  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:21 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760630  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:21 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760631  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:21 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760632  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:21 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760633  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:21 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760634  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:21 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760635  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:21 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760636  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:24 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760637  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:24 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760638  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:24 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760639  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:24 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760640  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:24 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760641  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:24 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760642  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:24 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760643  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:24 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760644  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:24 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760645  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:24 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760646  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:24 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760647  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:24 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760648  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:24 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760649  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:24 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760650  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:24 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760651  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:24 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760652  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:24 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760653  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:24 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760654  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:24 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760655  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:24 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760656  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:24 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760657  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:24 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760658  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:24 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760659  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:24 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760660  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:24 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760661  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:24 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760662  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:24 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760663  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:25 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760664  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:25 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760665  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:25 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760666  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:25 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760667  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:25 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760668  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:25 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760669  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:25 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760670  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:25 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760671  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:25 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760672  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:27 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760673  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:27 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760674  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:27 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760675  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:27 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760676  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:27 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760677  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:27 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760678  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:27 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760679  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:27 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760680  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:27 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760681  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:32 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760682  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:32 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760683  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:32 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760684  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:32 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760685  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:32 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760686  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:32 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760687  	E   	Programa            	40228   	Error de ejecución                      	2023-07-24 19:58:32 	La ejecución de la tarea T_ROB1 ha sido detenida por un error de tiempo de ejecución 41555. 	{args: "T_ROB1", "41555"}
24760688  	I   	Operativo           	10020   	Estado de error de ejecución            	2023-07-24 19:58:32 	La ejecución del programa de la tarea T_ROB1 se ha detenido a causa de un error espontáneo.	{args: "1", "T_ROB1"}
24760689  	I   	Operativo           	10126   	Programa detenido                       	2023-07-24 19:58:32 	La tarea T_ROB1 se ha detenido. Se debe a que se ha producido un error.	{args: "1", "T_ROB1"}
24760690  	I   	Operativo           	10021   	Restablecimiento de error de ejecución  	2023-07-24 19:58:36 	 La ejecución del programa de la tarea T_ROB1 ha abandonado el estado de error espontáneo. 	{args: "1", "T_ROB1"}
24760691  	I   	Operativo           	10052   	Inicio de recuperación                  	2023-07-24 19:58:36 	El movimiento de recuperación se ha iniciado.	{args: "0"}
24760692  	I   	Operativo           	10053   	Recuperación ejecutada                  	2023-07-24 19:58:36 	El movimiento de recuperación se ha ejecutado en su totalidad.	{args: "0"}
24760693  	I   	Operativo           	10156   	Programa reiniciado                     	2023-07-24 19:58:36 	La ejecución de la tarea T_ROB1 se ha reanudado en el mismo punto en el que se detuvo anteriormente. El origen es un cliente externo.	{args: "1", "T_ROB1"}
24760694  	W   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:36 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
24760695  	E   	Programa            	41555   	No hay comunicación con la unidad       	2023-07-24 19:58:36 	Tarea: T_ROB1Se ha perdido el contacto con la unidad Tarjeta_1. Ref. de programa /LOGICA/R_INIT_SIG/Reset/81	{args: "T_ROB1", "Tarjeta_1", "/LOGICA/R_INIT_SIG/Reset/81", "ERR_NORUNUNIT"}
